Number,PlotNo,Subplot,Location,Date,Layer,corrected,CFs,Taxon,Euro+Med Taxon,0.01,0.03,0.1,0.32,1.00,3.16,phen,Seedling,Juvenile,FlowerBud,Flowering,Fruiting,PostFruiting,height
658,BC04,NW,Hahn-Meitner-Bau,24/05/2025,H,,,Achillea millefolium,Achillea millefolium (aggr.),0,0,0,0,5,1,,,,,,,,"15, 13, 13"
659,BC04,NW,Hahn-Meitner-Bau,24/05/2025,H,24.07,,Anchusa officinalis,Anchusa officinalis,0,0,0,0,0.5,0.2,,,,,,,,"10, 9"
660,BC04,NW,Hahn-Meitner-Bau,24/05/2025,H,,,Bellis perennis,Bellis perennis,0,0,0.01,0.2,2,3,,,,,,,,"5, 8, 3"
661,BC04,NW,Hahn-Meitner-Bau,24/05/2025,H,,,Centaurea jacea,Centaurea jacea,0,0,0,0,0.01,0.1,,,,,,,,"8, 6"
662,BC04,NW,Hahn-Meitner-Bau,24/05/2025,H,,,Cerastium semidecandrum,Cerastium semidecandrum,0,0,0,0,0.01,0.01,,,,,,,,
663,BC04,NW,Hahn-Meitner-Bau,24/05/2025,H,24.07,,Festuca arundinacea,Schedonorus arundinaceus,15,10,10,5,5,2,fl,,,,1,,,"36, 22, 30"
664,BC04,NW,Hahn-Meitner-Bau,24/05/2025,H,,,Festuca ovina,Festuca ovina,0,0,0,1,1,3,fl,,,,1,,,"15, 20, 10"
665,BC04,NW,Hahn-Meitner-Bau,24/05/2025,H,,,Festuca rubra,Festuca rubra,10,15,10,20,10,15,fl,,,,1,,,"13, 10, 18"
666,BC04,NW,Hahn-Meitner-Bau,24/05/2025,H,,,Geranium molle,Geranium molle,15,10,5,7,2,1,,,,,,,,"10, 15, 8"
667,BC04,NW,Hahn-Meitner-Bau,24/05/2025,H,,,Hypericum perforatum,Hypericum perforatum,0,0,0,0,0.3,0.2,,,,,,,,"22, 9, 6"
668,BC04,NW,Hahn-Meitner-Bau,24/05/2025,H,,,Hypochaeris radicata,Hypochaeris radicata,0,2,30,22,17,6,flb,,,1,,,,"6, 5, 8"
669,BC04,NW,Hahn-Meitner-Bau,24/05/2025,H,24.07,cf,Lolium perenne,Lolium perenne,0,0,0,0,0.1,0.1,fl,,,,1,,,"17, 16, 20"
670,BC04,NW,Hahn-Meitner-Bau,24/05/2025,H,,,Luzula campestris,Luzula campestris,0,0,0,0,0.2,0.5,fr,,,,,1,,"10, 8, 11"
671,BC04,NW,Hahn-Meitner-Bau,24/05/2025,H,,,Medicago lupulina,Medicago lupulina,0,0,0,2,0.2,1,,,,,,,,"5, 7, 6"
672,BC04,NW,Hahn-Meitner-Bau,24/05/2025,H,,,Medicago sativa,Medicago sativa,0,0,0,0,1,15,,,,,,,,"25, 40, 47"
673,BC04,NW,Hahn-Meitner-Bau,24/05/2025,H,,,Pilosella officinarum,Pilosella officinarum,0,0,0,0,0.001,0.1,,,,,,,,"1, 2"
674,BC04,NW,Hahn-Meitner-Bau,24/05/2025,H,,,Plantago lanceolata,Plantago lanceolata,0,0,0,1,2,10,,,,,,,,"15, 12, 8"
675,BC04,NW,Hahn-Meitner-Bau,24/05/2025,H,,,Poa pratensis,Poa pratensis,0,0,0,0,0.1,0.2,,,,,,,,10
676,BC04,NW,Hahn-Meitner-Bau,24/05/2025,H,,,Rumex acetosa,Rumex acetosa,0,0,0,5,0.5,2,,,,,,,,"10, 7, 12"
677,BC04,NW,Hahn-Meitner-Bau,24/05/2025,H,,,Taraxacum,Taraxacum,30,30,10,5,5,5,fr,,,,,1,,"4, 8, 8"
678,BC04,NW,Hahn-Meitner-Bau,24/05/2025,H,,,Trifolium dubium,Trifolium dubium,0,0,0,0,0.1,0.2,fl,,,,1,,,"7, 6"
679,BC04,NW,Hahn-Meitner-Bau,24/05/2025,H,,,Trifolium pratensis,Trifolium pratense,0,0,0,0,0.01,2,fl,,,,1,,,"8, 5, 6"
680,BC04,NW,Hahn-Meitner-Bau,24/05/2025,H,,,Trifolium repens,Trifolium repens,0,0,2,7,20,5,,,,,,,,"3, 4, 7"
681,BC04,NW,Hahn-Meitner-Bau,24/05/2025,H,,,Veronica arvensis,Veronica arvensis,0,0,0,0,0.01,0.1,fr,,,,,1,,4
682,BC04,NW,Hahn-Meitner-Bau,24/05/2025,H,,,Vicia cracca,Vicia cracca,0,0,0,3,0.5,2,fl,,,,1,,,"27, 18, 21"
683,BC04,NW,Hahn-Meitner-Bau,24/05/2025,H,,,Vicia lathyroides,Vicia lathyroides,0,0,0,2,1,2,fr,,,,,1,,"9, 8, 6"
684,BC04,NW,Hahn-Meitner-Bau,24/05/2025,H,,,Vicia sativa,Vicia sativa,0,0,0,1,1,1,fl+fr,,,,1,1,,"17, 15"
685,BC04,NW,Hahn-Meitner-Bau,24/05/2025,B,,,Brachythecium albicans,Brachythecium albicans,0,0,2,1,1,1,,,,,,,,
686,BC04,NW,Hahn-Meitner-Bau,24/05/2025,B,X,,Calliergonella cuspidata,Calliergonella cuspidata,100,100,90,5,20,20,,,,,,,,
687,BC04,NW,Hahn-Meitner-Bau,24/05/2025,B,,,Rhytidiadelphus squarrosus,Rhytidiadelphus squarrosus,0,0,5,70,70,70,,,,,,,,
688,BC04,SE,Hahn-Meitner-Bau,24/05/2025,Seedling,,,Acer,Acer,0,0,0,0,0.1,0.5,S,1,,,,,,6
689,BC04,SE,Hahn-Meitner-Bau,24/05/2025,H,X,,Achillea millefolium,Achillea millefolium (aggr.),X,10,20,25,25,,,,,,,,,
690,BC04,SE,Hahn-Meitner-Bau,24/05/2025,H,,,Agrostis capillaris,Agrostis capillaris,0,0,2,3,2,X,fl,,,,1,,,X
691,BC04,SE,Hahn-Meitner-Bau,24/05/2025,H,,,Arenaria serpyllifolia,Arenaria serpyllifolia,0,0,0,0,0.01,0.001,fl,,,,1,,,2
692,BC04,SE,Hahn-Meitner-Bau,24/05/2025,H,,,Bellis perennis,Bellis perennis,0,0,0,0,2,,fl+fr,,,,1,1,,
693,BC04,SE,Hahn-Meitner-Bau,24/05/2025,H,,,Carex hirta,Carex hirta,0,0,0,0,0.5,0.1,,,,,,,,10
694,BC04,SE,Hahn-Meitner-Bau,24/05/2025,H,,cf,Carex muricata,Carex muricata,0,0,0,0,1,0.1,fl,,,,1,,,"14, 10, 8"
695,BC04,SE,Hahn-Meitner-Bau,24/05/2025,H,,,Cerastium holosteoides,Cerastium fontanum subsp. vulgare,0,0,0,0.01,0.5,0.1,fl,,,,1,,,"17, 12, 7"
696,BC04,SE,Hahn-Meitner-Bau,24/05/2025,H,,,Cerastium semidecandrum,Cerastium semidecandrum,0,0,0,0,0.001,,fr,,,,,1,,"3, 4"
697,BC04,SE,Hahn-Meitner-Bau,24/05/2025,H,,,Dactylis glomerata,Dactylis glomerata,0,0,0,0,2,0.5,fr,,,,,1,,"30, 36, 30"
698,BC04,SE,Hahn-Meitner-Bau,24/05/2025,H,24.07,cf,Festuca arundinacea,Schedonorus arundinaceus,0,0,0,0,3,,,,,,,,,
699,BC04,SE,Hahn-Meitner-Bau,24/05/2025,H,,,Festuca ovina,Festuca ovina,0,0,1,5,5,,,,,,,,,
700,BC04,SE,Hahn-Meitner-Bau,24/05/2025,H,,,Festuca rubra,Festuca rubra,15,5,10,5,5,,,,,,,,,
701,BC04,SE,Hahn-Meitner-Bau,24/05/2025,H,,,Geranium molle,Geranium molle,0,0,0,0.1,1,,fl+fr,,,,1,1,,
702,BC04,SE,Hahn-Meitner-Bau,24/05/2025,H,,,Hypochaeris radicata,Hypochaeris radicata,50,25,5,3,3,,,,,,,,,
703,BC04,SE,Hahn-Meitner-Bau,24/05/2025,H,24.07,,Lolium perenne,Lolium perenne,0,0,0,0,1.5,,,,,,,,,"19, 16"
704,BC04,SE,Hahn-Meitner-Bau,24/05/2025,H,,,Luzula campestris,Luzula campestris,0,0,0,0,0.5,,,,,,,,,
705,BC04,SE,Hahn-Meitner-Bau,24/05/2025,H,,,Medicago lupulina,Medicago lupulina,0,0,5,15,10,,fl,,,,1,,,
706,BC04,SE,Hahn-Meitner-Bau,24/05/2025,H,,,Medicago sativa,Medicago sativa,0,0,0,0,5,,,,,,,,,
707,BC04,SE,Hahn-Meitner-Bau,24/05/2025,H,,,Pilosella officinarum,Pilosella officinarum,0,0,0,0,0.5,,,,,,,,,
708,BC04,SE,Hahn-Meitner-Bau,24/05/2025,H,,,Plantago lanceolata,Plantago lanceolata,0,0,15,20,15,,fl,,,,1,,,
709,BC04,SE,Hahn-Meitner-Bau,24/05/2025,H,,,Poa pratensis,Poa pratensis,0,0,0,0.1,0.5,,fl/fr,,,,1,1,,
710,BC04,SE,Hahn-Meitner-Bau,24/05/2025,H,,,Rumex acetosa,Rumex acetosa,0,0,1,0.5,1,,,,,,,,,
711,BC04,SE,Hahn-Meitner-Bau,24/05/2025,H,,,Sedum acre,Sedum acre,0,0,0,0,1,0.1,fl,,,,1,,,"4, 2, 2"
712,BC04,SE,Hahn-Meitner-Bau,24/05/2025,H,,,Taraxacum,Taraxacum,0,0,0,0,2,,,,,,,,,
713,BC04,SE,Hahn-Meitner-Bau,24/05/2025,H,,,Trifolium dubium,Trifolium dubium,0,0,0,1,0.5,,,,,,,,,
714,BC04,SE,Hahn-Meitner-Bau,24/05/2025,H,,,Trifolium pratensis,Trifolium pratense,0,0,0,2,5,,,,,,,,,
715,BC04,SE,Hahn-Meitner-Bau,24/05/2025,H,,,Trifolium repens,Trifolium repens,0,0,0,1,3,,,,,,,,,
716,BC04,SE,Hahn-Meitner-Bau,24/05/2025,H,Paper,,Valerianella locusta,Valerianella locusta,0,0,0,0,0.001,0.0001,fr,,,,,1,,3
717,BC04,SE,Hahn-Meitner-Bau,24/05/2025,H,,,Veronica arvensis,Veronica arvensis,0,0,0,0,0.01,,,,,,,,,
718,BC04,SE,Hahn-Meitner-Bau,24/05/2025,H,Paper,,Vicia sativa,Vicia sativa,0,0,0,0,0.5,X,fl,,,,1,,,X
719,BC04,SE,Hahn-Meitner-Bau,24/05/2025,H,,,Vicia cracca,Vicia cracca,0,0,0,0,1,,,,,,,,,
720,BC04,SE,Hahn-Meitner-Bau,24/05/2025,H,,,Vicia lathyroides,Vicia lathyroides,20,15,10,7,3,,,,,,,,,
721,BC04,SE,Hahn-Meitner-Bau,24/05/2025,B,,,Brachythecium albicans,Brachythecium albicans,0,0,0,0,1,,,,,,,,,X
722,BC04,SE,Hahn-Meitner-Bau,24/05/2025,B,,,Calliergonella cuspidata,Calliergonella cuspidata,0,0,0,1,5,,,,,,,,,X
723,BC04,SE,Hahn-Meitner-Bau,24/05/2025,B,,,Hypnum cupressiforme,Hypnum cupressiforme,0,0,0,0,3,X,,,,,,,,X
724,BC04,SE,Hahn-Meitner-Bau,24/05/2025,B,,cf,Pseudoscleropodium,Pseudoscleropodium,0,0,0,0.5,3,1,,,,,,,,X
725,BC04,SE,Hahn-Meitner-Bau,24/05/2025,B,,,Rhytidiadelphus squarrosus,Rhytidiadelphus squarrosus,80,70,70,75,60,,,,,,,,,X
726,BC04,SE,Hahn-Meitner-Bau,24/05/2025,L,,,Peltigera,,0,0,0,15,5,1,,,,,,,,X
727,BC04,EXT,Hahn-Meitner-Bau,24/07/2025,H,Paper,,Agrimonia eupatoria,Agrimonia eupatoria,,,,,0,0.01,,,,,,,,6
728,BC04,EXT,Hahn-Meitner-Bau,24/07/2025,H,,,Erigeron annuus,Erigeron annuus,,,,,0,0.1,,,,,,,,"57, 60, 48"
729,BC04,EXT,Hahn-Meitner-Bau,24/07/2025,H,,,Galium verum,Galium verum,,,,,0,2,,,,,,,,"47, 73, 87"
730,BC04,EXT,Hahn-Meitner-Bau,24/07/2025,H,,,Lotus corniculatus,Lotus corniculatus,,,,,0,1,,,,,,,,"19, 23, 29"
731,BC04,EXT,Hahn-Meitner-Bau,24/07/2025,H,,,Plantago media,Plantago media,,,,,0,0.1,fr,,,,,1,,"5, 3, 2"
732,BC04,EXT,Hahn-Meitner-Bau,24/07/2025,H,,,Potentilla argentea,Potentilla argentea,,,,,0,0.1,fl/fr,,,,1,1,,"30, 20"
733,BC04,EXT,Hahn-Meitner-Bau,24/07/2025,H,,,Tanacetum vulgare,Tanacetum vulgare,,,,,0,1,,,,,,,,"76, 63, 55"
734,BC04,NW,Hahn-Meitner-Bau,24/07/2025,Seedling,,,Acer,Acer,,,,,0.01,0.01,S,1,,,,,,3
735,BC04,NW,Hahn-Meitner-Bau,24/07/2025,H,,,Achillea millefolium,Achillea millefolium (aggr.),,,,,20,10,fl,,,,1,,,"13, 20, 35"
736,BC04,NW,Hahn-Meitner-Bau,24/07/2025,H,,,Anchusa officinalis,Anchusa officinalis,,,,,1,0.1,fl,,,,1,,,"27, 22, 20"
737,BC04,NW,Hahn-Meitner-Bau,24/07/2025,H,,,Bellis perennis,Bellis perennis,,,,,3,2,,,,,,,,"2, 5, 3"
738,BC04,NW,Hahn-Meitner-Bau,24/07/2025,H,,,Centaurea jacea,Centaurea jacea,,,,,2,0.5,flb,,,1,,,,"15, 16"
739,BC04,NW,Hahn-Meitner-Bau,24/07/2025,H,,,Crepis capillaris,Crepis capillaris,,,,,0.5,1,fl/fr,,,,1,1,,"15, 22, 18"
740,BC04,NW,Hahn-Meitner-Bau,24/07/2025,H,,,Festuca arundinacea,Schedonorus arundinaceus,,,,,3,2,fr,,,,,1,,"20, 15, 19"
741,BC04,NW,Hahn-Meitner-Bau,24/07/2025,H,,,Festuca ovina,Festuca ovina,,,,,5,3,fr,,,,,1,,"10, 15, 14"
742,BC04,NW,Hahn-Meitner-Bau,24/07/2025,H,,,Festuca rubra,Festuca rubra,,,,,15,10,fr,,,,,1,,"10, 12, 8"
743,BC04,NW,Hahn-Meitner-Bau,24/07/2025,H,,,Geranium molle,Geranium molle,,,,,0.5,0.2,fl,,,,1,,,"9, 10"
744,BC04,NW,Hahn-Meitner-Bau,24/07/2025,H,,,Hypericum perforatum,Hypericum perforatum,,,,,1,0.7,fl,,,,1,,,"19, 44, 26"
745,BC04,NW,Hahn-Meitner-Bau,24/07/2025,H,,,Hypochaeris radicata,Hypochaeris radicata,,,,,10,7,fl/fr,,,,1,1,,"8, 7, 5"
746,BC04,NW,Hahn-Meitner-Bau,24/07/2025,H,,,Lolium perenne,Lolium perenne,,,,,0.1,0.1,,,,,,,,"18, 10, 15"
747,BC04,NW,Hahn-Meitner-Bau,24/07/2025,H,,,Luzula campestris,Luzula campestris,,,,,0.5,0.1,fr,,,,,1,,"6, 8, 5"
748,BC04,NW,Hahn-Meitner-Bau,24/07/2025,H,,,Medicago lupulina,Medicago lupulina,,,,,4,5,,,,,,,,"10, 11, 16"
749,BC04,NW,Hahn-Meitner-Bau,24/07/2025,H,,,Medicago sativa,Medicago sativa,,,,,12,30,fl/fr,,,,1,1,,"34, 50, 32"
750,BC04,NW,Hahn-Meitner-Bau,24/07/2025,H,Paper,,Oxalis corniculata,Oxalis corniculata,,,,,0.01,0.01,,,,,,,,10
751,BC04,NW,Hahn-Meitner-Bau,24/07/2025,H,,,Plantago lanceolata,Plantago lanceolata,,,,,10,10,,,,,,,,"15, 14, 10"
752,BC04,NW,Hahn-Meitner-Bau,24/07/2025,H,,,Poa pratensis,Poa pratensis,,,,,0.5,0.2,fr,,,,,1,,"20, 14, 15"
753,BC04,NW,Hahn-Meitner-Bau,24/07/2025,H,,,Rumex acetosa,Rumex acetosa,,,,,2,3,,,,,,,,"8, 17, 16"
754,BC04,NW,Hahn-Meitner-Bau,24/07/2025,H,,,Taraxacum,Taraxacum,,,,,7,5,,,,,,,,"12, 12, 20, 30"
755,BC04,NW,Hahn-Meitner-Bau,24/07/2025,H,,,Trifolium pratensis,Trifolium pratense,,,,,1,5,,,,,,,,"12, 14, 17"
756,BC04,NW,Hahn-Meitner-Bau,24/07/2025,H,,,Trifolium repens,Trifolium repens,,,,,10,10,,,,,,,,"16, 10, 8"
757,BC04,NW,Hahn-Meitner-Bau,24/07/2025,H,,,Vicia cracca,Vicia cracca,,,,,0.01,0.001,,,,,,,,5
758,BC04,NW,Hahn-Meitner-Bau,24/07/2025,H,,,Vicia sativa,Vicia sativa,,,,,0.01,0.001,,,,,,,,13
759,BC04,NW,Hahn-Meitner-Bau,24/07/2025,B,,,Calliergonella cuspidata,Calliergonella cuspidata,,,,,15,10,,,,,,,,"2, 2, 3"
760,BC04,NW,Hahn-Meitner-Bau,24/07/2025,B,,,Plagiomnium undulatum,Plagiomnium undulatum,,,,,0.5,0.2,,,,,,,,"1, 2"
761,BC04,NW,Hahn-Meitner-Bau,24/07/2025,B,,,Rhytidiadelphus squarrosus,Rhytidiadelphus squarrosus,,,,,75,75,,,,,,,,"2, 4, 4"
762,BC04,SE,Hahn-Meitner-Bau,24/07/2025,H,,,Achillea millefolium,Achillea millefolium (aggr.),,,,,25,,,,,,,,,
763,BC04,SE,Hahn-Meitner-Bau,24/07/2025,H,,,Bellis perennis,Bellis perennis,,,,,0.5,,,,,,,,,
764,BC04,SE,Hahn-Meitner-Bau,24/07/2025,H,,,Carex hirta,Carex hirta,,,,,3,0.5,,,,,,,,"15, 8, 13"
765,BC04,SE,Hahn-Meitner-Bau,24/07/2025,H,,,Carex muricata,Carex muricata,,,,,0.5,0.1,fl,,,,1,,,"13, 10, 8"
766,BC04,SE,Hahn-Meitner-Bau,24/07/2025,H,,,Dactylis glomerata,Dactylis glomerata,,,,,2,0.2,,,,,,,,"21, 17, 19"
767,BC04,SE,Hahn-Meitner-Bau,24/07/2025,H,,,Festuca arundinacea,Schedonorus arundinaceus,,,,,4,,,,,,,,,
768,BC04,SE,Hahn-Meitner-Bau,24/07/2025,H,,,Festuca ovina,Festuca ovina,,,,,2,,,,,,,,,
769,BC04,SE,Hahn-Meitner-Bau,24/07/2025,H,,,Festuca rubra,Festuca rubra,,,,,9,,,,,,,,,
770,BC04,SE,Hahn-Meitner-Bau,24/07/2025,H,,,Hypochaeris radicata,Hypochaeris radicata,,,,,3,,,,,,,,,
771,BC04,SE,Hahn-Meitner-Bau,24/07/2025,H,,,Medicago lupulina,Medicago lupulina,,,,,6,,fl+fr,,,,1,1,,
772,BC04,SE,Hahn-Meitner-Bau,24/07/2025,H,,,Medicago sativa,Medicago sativa,,,,,1,,,,,,,,,
773,BC04,SE,Hahn-Meitner-Bau,24/07/2025,H,,,Plantago lanceolata,Plantago lanceolata,,,,,8,,fl+fr,,,,1,1,,
774,BC04,SE,Hahn-Meitner-Bau,24/07/2025,H,,,Rumex acetosa,Rumex acetosa,,,,,2,,,,,,,,,
775,BC04,SE,Hahn-Meitner-Bau,24/07/2025,H,,,Sedum acre,Sedum acre,,,,,2,0.2,,,,,,,,"3, 2, 3"
776,BC04,SE,Hahn-Meitner-Bau,24/07/2025,H,,,Taraxacum,Taraxacum,,,,,3,,,,,,,,,
777,BC04,SE,Hahn-Meitner-Bau,24/07/2025,H,,,Trifolium pratensis,Trifolium pratense,,,,,3,,fl+fr,,,,1,1,,
778,BC04,SE,Hahn-Meitner-Bau,24/07/2025,H,,,Trifolium repens,Trifolium repens,,,,,3,,fl+fr,,,,1,1,,
779,BC04,SE,Hahn-Meitner-Bau,24/07/2025,B,,,Brachythecium albicans,Brachythecium albicans,,,,,5,5,,,,,,,,2
780,BC04,SE,Hahn-Meitner-Bau,24/07/2025,B,,,Calliergonella cuspidata,Calliergonella cuspidata,,,,,25,,,,,,,,,"2, 2, 3"
781,BC04,SE,Hahn-Meitner-Bau,24/07/2025,B,,,Hypnum cupressiforme,Hypnum cupressiforme,,,,,0.2,0.1,,,,,,,,2
782,BC04,SE,Hahn-Meitner-Bau,24/07/2025,B,,,Rhytidiadelphus squarrosus,Rhytidiadelphus squarrosus,,,,,60,,,,,,,,,
783,BC04,SE,Hahn-Meitner-Bau,24/07/2025,L,,,Peltigera,,,,,,3,0.2,,,,,,,,2
784,BC04,EXT,Hahn-Meitner-Bau,02/10/2025,H,,,Lotus corniculatus,Lotus corniculatus,,,,,0,0.5,,,,,,,,"10, 7, 8"
785,BC04,EXT,Hahn-Meitner-Bau,02/10/2025,H,,,Plantago media,Plantago media,,,,,0,0.1,,,,,,,,8
786,BC04,EXT,Hahn-Meitner-Bau,02/10/2025,H,,,Potentilla argentea,Potentilla argentea,,,,,0,0.3,fr,,,,,1,,"12, 7, 5"
787,BC04,EXT,Hahn-Meitner-Bau,02/10/2025,H,,,Tanacetum vulgare,Tanacetum vulgare,,,,,0,1,,,,,,,,"15, 13, 7"
788,BC04,NW,Hahn-Meitner-Bau,02/10/2025,Seedling,,,Acer,Acer,,,,,0.1,0.5,S,1,,,,,,"10, 9, 7"
789,BC04,NW,Hahn-Meitner-Bau,02/10/2025,H,,,Achillea millefolium,Achillea millefolium (aggr.),,,,,15,10,,,,,,,,
790,BC04,NW,Hahn-Meitner-Bau,02/10/2025,H,,,Anchusa officinalis,Anchusa officinalis,,,,,0.5,0.1,,,,,,,,
791,BC04,NW,Hahn-Meitner-Bau,02/10/2025,H,,,Bellis perennis,Bellis perennis,,,,,3,3,,,,,,,,
792,BC04,NW,Hahn-Meitner-Bau,02/10/2025,H,,,Centaurea jacea,Centaurea jacea,,,,,0.5,0.5,,,,,,,,"6, 6, 5"
793,BC04,NW,Hahn-Meitner-Bau,02/10/2025,H,,,Crepis capillaris,Crepis capillaris,,,,,0.1,0.1,,,,,,,,3
794,BC04,NW,Hahn-Meitner-Bau,02/10/2025,H,,,Festuca arundinacea,Schedonorus arundinaceus,,,,,5,3,,,,,,,,
795,BC04,NW,Hahn-Meitner-Bau,02/10/2025,H,,,Festuca ovina,Festuca ovina,,,,,5,5,,,,,,,,
796,BC04,NW,Hahn-Meitner-Bau,02/10/2025,H,,,Festuca rubra,Festuca rubra,,,,,12,10,,,,,,,,
797,BC04,NW,Hahn-Meitner-Bau,02/10/2025,H,,,Geranium molle,Geranium molle,,,,,0.5,0.5,,,,,,,,
798,BC04,NW,Hahn-Meitner-Bau,02/10/2025,H,,,Hypericum perforatum,Hypericum perforatum,,,,,1,4,,,,,,,,"13, 14, 12"
799,BC04,NW,Hahn-Meitner-Bau,02/10/2025,H,,,Hypochaeris radicata,Hypochaeris radicata,,,,,15,15,fl+fr,,,,1,1,,
800,BC04,NW,Hahn-Meitner-Bau,02/10/2025,H,,,Lolium perenne,Lolium perenne,,,,,1,0.5,,,,,,,,
801,BC04,NW,Hahn-Meitner-Bau,02/10/2025,H,,,Luzula campestris,Luzula campestris,,,,,0.5,1,,,,,,,,
802,BC04,NW,Hahn-Meitner-Bau,02/10/2025,H,,,Medicago lupulina,Medicago lupulina,,,,,2,2,,,,,,,,
803,BC04,NW,Hahn-Meitner-Bau,02/10/2025,H,,,Medicago sativa,Medicago sativa,,,,,3,4,,,,,,,,
804,BC04,NW,Hahn-Meitner-Bau,02/10/2025,H,,,Plantago lanceolata,Plantago lanceolata,,,,,7,10,,,,,,,,
805,BC04,NW,Hahn-Meitner-Bau,02/10/2025,H,,,Poa pratensis,Poa pratensis,,,,,0.5,0.5,,,,,,,,"17, 15, 19"
806,BC04,NW,Hahn-Meitner-Bau,02/10/2025,H,,,Rumex acetosa,Rumex acetosa,,,,,1,3,,,,,,,,
807,BC04,NW,Hahn-Meitner-Bau,02/10/2025,H,,,Taraxacum,Taraxacum,,,,,20,12,,,,,,,,
808,BC04,NW,Hahn-Meitner-Bau,02/10/2025,Seedling,,,Trifolium dubium,Trifolium dubium,,,,,0.01,,S,1,,,,,,
809,BC04,NW,Hahn-Meitner-Bau,02/10/2025,H,,,Trifolium pratensis,Trifolium pratense,,,,,1,5,,,,,,,,
810,BC04,NW,Hahn-Meitner-Bau,02/10/2025,H,,,Trifolium repens,Trifolium repens,,,,,3,1,,,,,,,,
811,BC04,NW,Hahn-Meitner-Bau,02/10/2025,H,,,Vicia lathyroides,Vicia lathyroides,,,,,0.5,0.1,,,,,,,,"8, 6, 5"
812,BC04,NW,Hahn-Meitner-Bau,02/10/2025,H,,,Vicia sativa,Vicia sativa,,,,,0.1,0.1,,,,,,,,
813,BC04,NW,Hahn-Meitner-Bau,02/10/2025,B,,,Calliergonella cuspidata,Calliergonella cuspidata,,,,,15,10,,,,,,,,
814,BC04,NW,Hahn-Meitner-Bau,02/10/2025,B,,,Moss sp.,,,,,,3,1,,,,,,,,"3, 2, 3"
815,BC04,NW,Hahn-Meitner-Bau,02/10/2025,B,,,Plagiomnium undulatum,Plagiomnium undulatum,,,,,2,1,,,,,,,,"3, 5, 4"
816,BC04,NW,Hahn-Meitner-Bau,02/10/2025,B,,,Rhytidiadelphus squarrosus,Rhytidiadelphus squarrosus,,,,,70,75,,,,,,,,
817,BC04,SE,Hahn-Meitner-Bau,02/10/2025,Seedling,,,Acer,Acer,,,,,0.1,,,,,,,,,"10, 11"
818,BC04,SE,Hahn-Meitner-Bau,02/10/2025,H,,,Achillea millefolium,Achillea millefolium (aggr.),,,,,30,,,,,,,,,"9, 12, 11"
819,BC04,SE,Hahn-Meitner-Bau,02/10/2025,H,,,Agrostis capillaris,Agrostis capillaris,,,,,3,,,,,,,,,"13, 16, 10"
820,BC04,SE,Hahn-Meitner-Bau,02/10/2025,H,,,Arenaria serpyllifolia,Arenaria serpyllifolia,,,,,0.1,,fl+fr,,,,1,1,,"1, 2, 2"
821,BC04,SE,Hahn-Meitner-Bau,02/10/2025,H,,,Bellis perennis,Bellis perennis,,,,,1,,fl,,,,1,,,"4, 5, 3"
822,BC04,SE,Hahn-Meitner-Bau,02/10/2025,H,,,Carex hirta,Carex hirta,,,,,1,0.2,fr,,,,,1,,"9, 10"
823,BC04,SE,Hahn-Meitner-Bau,02/10/2025,H,,,Carex muricata,Carex muricata,,,,,2,0.2,fr,,,,,1,,10
824,BC04,SE,Hahn-Meitner-Bau,02/10/2025,H,,,Dactylis glomerata,Dactylis glomerata,,,,,1,0.2,,,,,,,,"13, 8"
825,BC04,SE,Hahn-Meitner-Bau,02/10/2025,H,,,Festuca arundinacea,Schedonorus arundinaceus,,,,,2,,,,,,,,,"18, 11, 23"
826,BC04,SE,Hahn-Meitner-Bau,02/10/2025,H,,,Festuca ovina,Festuca ovina,,,,,4,,,,,,,,,"13, 10, 11"
827,BC04,SE,Hahn-Meitner-Bau,02/10/2025,H,,,Festuca rubra,Festuca rubra,,,,,10,,,,,,,,,"12, 13, 10"
828,BC04,SE,Hahn-Meitner-Bau,02/10/2025,H,,,Geranium molle,Geranium molle,,,,,0.2,,,,,,,,,"3, 5, 4"
829,BC04,SE,Hahn-Meitner-Bau,02/10/2025,H,,,Hypochaeris radicata,Hypochaeris radicata,,,,,6,,,,,,,,,"12, 9, 16"
830,BC04,SE,Hahn-Meitner-Bau,02/10/2025,H,,,Lolium perenne,Lolium perenne,,,,,1,,,,,,,,,11
831,BC04,SE,Hahn-Meitner-Bau,02/10/2025,H,,,Luzula campestris,Luzula campestris,,,,,0.5,,,,,,,,,"6, 11"
832,BC04,SE,Hahn-Meitner-Bau,02/10/2025,H,,,Medicago lupulina,Medicago lupulina,,,,,0.2,,fl+fr,,,,1,1,,"7, 4, 4"
833,BC04,SE,Hahn-Meitner-Bau,02/10/2025,H,,,Medicago sativa,Medicago sativa,,,,,4,,fr,,,,,1,,"23, 19, 20"
834,BC04,SE,Hahn-Meitner-Bau,02/10/2025,H,,,Pilosella officinarum,Pilosella officinarum,,,,,2,0.1,,,,,,,,"3, 3, 3"
835,BC04,SE,Hahn-Meitner-Bau,02/10/2025,H,,,Plantago lanceolata,Plantago lanceolata,,,,,6,,fr,,,,,1,,"9, 10, 6"
836,BC04,SE,Hahn-Meitner-Bau,02/10/2025,H,,,Rumex acetosa,Rumex acetosa,,,,,1,,,,,,,,,"6, 5, 10"
837,BC04,SE,Hahn-Meitner-Bau,02/10/2025,H,,,Sedum acre,Sedum acre,,,,,2,0.5,,,,,,,,"3, 4"
